pid,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,count,No. of words annotated as complex by each participant,sentence_number
eicwgihgtp1,तौर,अलावा,क्लरक्लियल,,,,,,,,,,,,,,,,,,,,,0,,65
eicwgihgtp1,त्यौहार,समुदाय,,,,,,,,,,,,,,,,,,,,,,0,,27
eicwgihgtp1,त्वचा,,,,,,,,,,,,,,,,,,,,,,,0,,3
eicwgihgtp1,दफ्तर,,,,,,,,,,,,,,,,,,,,,,,0,,15
eicwgihgtp1,दरअसल,जानेअनजाने,लेखक,धारणा,,,,,,,,,,,,,,,,,,,,0,,91
eicwgihgtp1,दागने,दूसरों,,,,,,,,,,,,,,,,,,,,,,0,,97
eicwgihgtp1,दादाश्री,दवाई,निहित,,,,,,,,,,,,,,,,,,,,,0,,87
eicwgihgtp1,देहातीत,अशरीरी,धड़कती,,,,,,,,,,,,,,,,,,,,,0,,63
eicwgihgtp1,नरमी,बरती,वाजिब,वजह,,,,,,,,,,,,,,,,,,,,0,,89
eicwgihgtp1,नामांकन,,,,,,,,,,,,,,,,,,,,,,,0,,73
eicwgihgtp1,निकाह,,,,,,,,,,,,,,,,,,,,,,,0,,56
eicwgihgtp1,निकाह,,,,,,,,,,,,,,,,,,,,,,,0,,56
eicwgihgtp1,निःशुल्क,नर्मदा,,,,,,,,,,,,,,,,,,,,,,0,,4
eicwgihgtp1,परन्तु,,,,,,,,,,,,,,,,,,,,,,,0,,45
eicwgihgtp1,पेड़पत्ते,,,,,,,,,,,,,,,,,,,,,,,0,,53
eicwgihgtp1,बंकिम,प्रेमकेंद्रित,रोमांस,कोरे,व्‍यंजित,,,,,,,,,,,,,,,,,,,0,,99
eicwgihgtp1,बंटवारा,,,,,,,,,,,,,,,,,,,,,,,0,,30
eicwgihgtp1,बदौलत,,,,,,,,,,,,,,,,,,,,,,,0,,44
eicwgihgtp1,बर्खास्त,पुलिसकर्मियों,गिरोह,,,,,,,,,,,,,,,,,,,,,0,,71
eicwgihgtp1,बर्खास्त,पुलिसकर्मियों,गिरोह,,,,,,,,,,,,,,,,,,,,,0,,71
eicwgihgtp1,बहादुर,,,,,,,,,,,,,,,,,,,,,,,0,,16
eicwgihgtp1,बिल्कुल,,,,,,,,,,,,,,,,,,,,,,,0,,58
eicwgihgtp1,भारीभरकम,गठरी,भूरी,बकरी,,,,,,,,,,,,,,,,,,,,0,,12
eicwgihgtp1,भैया,बाऊजी,,,,,,,,,,,,,,,,,,,,,,0,,55
eicwgihgtp1,मड़ैया,खिसक,,,,,,,,,,,,,,,,,,,,,,0,,50
eicwgihgtp1,मदद,अस्पताल,लॉज,होस्टलों,मदद,संगठन,,,,,,,,,,,,,,,,,,0,,76
eicwgihgtp1,माटी,गिरवाइए,छड़की,दिलवा,,,,,,,,,,,,,,,,,,,,0,,62
eicwgihgtp1,मूलतः,,,,,,,,,,,,,,,,,,,,,,,0,,33
eicwgihgtp1,मोटेराम,डौल,,,,,,,,,,,,,,,,,,,,,,0,,43
eicwgihgtp1,रणथम्भौर,मीडिया,,,,,,,,,,,,,,,,,,,,,,0,,0
eicwgihgtp1,रीझने,,,,,,,,,,,,,,,,,,,,,,,0,,96
eicwgihgtp1,लगातार,खाँस,,,,,,,,,,,,,,,,,,,,,,0,,69
eicwgihgtp1,विलम्ब,अड़चने,,,,,,,,,,,,,,,,,,,,,,0,,9
eicwgihgtp1,विश्‍वदृष्टि,आजीवन,प्रतीतियों,,,,,,,,,,,,,,,,,,,,,0,,90
eicwgihgtp1,सम्पुट,,,,,,,,,,,,,,,,,,,,,,,0,,5
eicwgihgtp1,सर्दी,बावजूद,पसीने,बूँदें,झलक,,,,,,,,,,,,,,,,,,,0,,64
eicwgihgtp1,सल्वाटोरे,टोटो,मैट्टेओ,,,,,,,,,,,,,,,,,,,,,0,,80
eicwgihgtp1,सहेली,,,,,,,,,,,,,,,,,,,,,,,0,,10
eicwgihgtp1,सातवीं,अनुसूची,,,,,,,,,,,,,,,,,,,,,,0,,28
eicwgihgtp1,सिवाय,रसपान,,,,,,,,,,,,,,,,,,,,,,0,,68
eicwgihgtp1,हलचल,,,,,,,,,,,,,,,,,,,,,,,0,,19
eicwgihgtp2,अज्ञेय,पुष्पावती,,,,,,,,,,,,,,,,,,,,,,0,0,94
eicwgihgtp2,अतएव,,,,,,,,,,,,,,,,,,,,,,,0,,49
eicwgihgtp2,अंतर्जातीय,,,,,,,,,,,,,,,,,,,,,,,0,,86
eicwgihgtp2,अद्वितीय,,,,,,,,,,,,,,,,,,,,,,,0,,1
eicwgihgtp2,अधिग्राहण,,,,,,,,,,,,,,,,,,,,,,,0,,7
eicwgihgtp2,अनुमति,,,,,,,,,,,,,,,,,,,,,,,0,,78
eicwgihgtp2,अभागे,,,,,,,,,,,,,,,,,,,,,,,0,,66
eicwgihgtp2,अवकाश,,,,,,,,,,,,,,,,,,,,,,,0,,69
eicwgihgtp2,अवधी,,,,,,,,,,,,,,,,,,,,,,,0,,93
eicwgihgtp2,आलोचक,तथ्यतर्कपरकता,वाग्जाल,रूपवाद,,,,,,,,,,,,,,,,,,,,0,,95
eicwgihgtp2,इफको,,,,,,,,,,,,,,,,,,,,,,,0,,6
eicwgihgtp2,उखड़,,,,,,,,,,,,,,,,,,,,,,,0,,21
eicwgihgtp2,उपरोपिका,मूलवृंत,व्यास,,,,,,,,,,,,,,,,,,,,,0,,38
eicwgihgtp2,औद्योगिक,इकाई,,,,,,,,,,,,,,,,,,,,,,0,,36
eicwgihgtp2,कच्चे,परीक्षण,,,,,,,,,,,,,,,,,,,,,,0,,82
eicwgihgtp2,कट,,,,,,,,,,,,,,,,,,,,,,,0,,24
eicwgihgtp2,कदापि,,,,,,,,,,,,,,,,,,,,,,,0,,54
eicwgihgtp2,कार्यकर्ता,,,,,,,,,,,,,,,,,,,,,,,0,,34
eicwgihgtp2,कालांतर,वंचित,वांछा,मंतव्यों,,,,,,,,,,,,,,,,,,,,0,,92
eicwgihgtp2,क्रमबद्ध,,,,,,,,,,,,,,,,,,,,,,,0,,39
eicwgihgtp2,क्लिक,,,,,,,,,,,,,,,,,,,,,,,0,,77
eicwgihgtp2,क्षण,,,,,,,,,,,,,,,,,,,,,,,0,,59
eicwgihgtp2,गठरी,,,,,,,,,,,,,,,,,,,,,,,0,,12
eicwgihgtp2,गण,,,,,,,,,,,,,,,,,,,,,,,0,,17
eicwgihgtp2,गति,,,,,,,,,,,,,,,,,,,,,,,0,,14
eicwgihgtp2,चक्रवर्ती,,,,,,,,,,,,,,,,,,,,,,,0,,46
eicwgihgtp2,चिंतनशील,ग्राम्शी,मानवतावादी,,,,,,,,,,,,,,,,,,,,,0,,85
eicwgihgtp2,छड़की,,,,,,,,,,,,,,,,,,,,,,,0,,62
eicwgihgtp2,छत्तीस,,,,,,,,,,,,,,,,,,,,,,,0,,61
eicwgihgtp2,जी,,,,,,,,,,,,,,,,,,,,,,,0,,47
eicwgihgtp2,झुँझला,छावनी,,,,,,,,,,,,,,,,,,,,,,0,,42
eicwgihgtp2,ट्राय,,,,,,,,,,,,,,,,,,,,,,,0,,4
eicwgihgtp2,ठिठुरे,,,,,,,,,,,,,,,,,,,,,,,0,,22
eicwgihgtp2,डौल,,,,,,,,,,,,,,,,,,,,,,,0,,43
eicwgihgtp2,ड्राईवर्स,,,,,,,,,,,,,,,,,,,,,,,0,,79
eicwgihgtp2,तमाचा,,,,,,,,,,,,,,,,,,,,,,,0,,20
eicwgihgtp2,तरुवर,,,,,,,,,,,,,,,,,,,,,,,0,,8
eicwgihgtp2,त्वचा,,,,,,,,,,,,,,,,,,,,,,,0,,3
eicwgihgtp2,दफ्तर,,,,,,,,,,,,,,,,,,,,,,,0,,15
eicwgihgtp2,दबंग,,,,,,,,,,,,,,,,,,,,,,,0,,16
eicwgihgtp2,दादाश्री,,,,,,,,,,,,,,,,,,,,,,,0,,87
eicwgihgtp2,दिखलाते,,,,,,,,,,,,,,,,,,,,,,,0,,23
eicwgihgtp2,देहातीत,अशरीरी,,,,,,,,,,,,,,,,,,,,,,0,,63
eicwgihgtp2,द्रुतगति,,,,,,,,,,,,,,,,,,,,,,,0,,40
eicwgihgtp2,द्वारा,दागने,,,,,,,,,,,,,,,,,,,,,,0,,97
eicwgihgtp2,नगला,,,,,,,,,,,,,,,,,,,,,,,0,,26
eicwgihgtp2,नामनिशान,चिल्लू,,,,,,,,,,,,,,,,,,,,,,0,,52
eicwgihgtp2,निकाह,,,,,,,,,,,,,,,,,,,,,,,0,,56
eicwgihgtp2,नेतृत्व,,,,,,,,,,,,,,,,,,,,,,,0,,83
eicwgihgtp2,पद्धति,रीझने,,,,,,,,,,,,,,,,,,,,,,0,,96
eicwgihgtp2,परम्परागत,उदारवादी,,,,,,,,,,,,,,,,,,,,,,0,,29
eicwgihgtp2,परवेज़,स्वघोषित,,,,,,,,,,,,,,,,,,,,,,0,,72
eicwgihgtp2,पारस,,,,,,,,,,,,,,,,,,,,,,,0,,11
eicwgihgtp2,पिटी-पिटाई,शब्दावली,,,,,,,,,,,,,,,,,,,,,,0,,57
eicwgihgtp2,पेड़पत्ते,,,,,,,,,,,,,,,,,,,,,,,0,,53
eicwgihgtp2,प्रतिष्ठा,,,,,,,,,,,,,,,,,,,,,,,0,,58
eicwgihgtp2,प्रथाओं,,,,,,,,,,,,,,,,,,,,,,,0,,32
eicwgihgtp2,प्रमुख,,,,,,,,,,,,,,,,,,,,,,,0,,84
eicwgihgtp2,प्रसारण,टीका,,,,,,,,,,,,,,,,,,,,,,0,,74
eicwgihgtp2,प्रायोगिक,क्लरक्लियल,,,,,,,,,,,,,,,,,,,,,,0,,65
eicwgihgtp2,प्रेगेर,,,,,,,,,,,,,,,,,,,,,,,0,,31
eicwgihgtp2,प्रौद्योगिकी,इज़ाफा,,,,,,,,,,,,,,,,,,,,,,0,,35
eicwgihgtp2,फिल्म,,,,,,,,,,,,,,,,,,,,,,,0,,70
eicwgihgtp2,बंकिम,प्रेमकेंद्रित,व्‍यंजित,,,,,,,,,,,,,,,,,,,,,0,,99
eicwgihgtp2,बदौलत,,,,,,,,,,,,,,,,,,,,,,,0,,44
eicwgihgtp2,बर्खास्त,गिरोह,,,,,,,,,,,,,,,,,,,,,,0,,71
eicwgihgtp2,बाऊजी,,,,,,,,,,,,,,,,,,,,,,,0,,55
eicwgihgtp2,बावजूद,,,,,,,,,,,,,,,,,,,,,,,0,,64
eicwgihgtp2,मंडराने,,,,,,,,,,,,,,,,,,,,,,,0,,67
eicwgihgtp2,मड़ैया,,,,,,,,,,,,,,,,,,,,,,,0,,50
eicwgihgtp2,माया,,,,,,,,,,,,,,,,,,,,,,,0,,25
eicwgihgtp2,मित्र,मुँह,,,,,,,,,,,,,,,,,,,,,,0,,41
eicwgihgtp2,मूँगा,,,,,,,,,,,,,,,,,,,,,,,0,,45
eicwgihgtp2,मूलतः,,,,,,,,,,,,,,,,,,,,,,,0,,33
eicwgihgtp2,मूल्यों,,,,,,,,,,,,,,,,,,,,,,,0,,88
eicwgihgtp2,यात्रियों,,,,,,,,,,,,,,,,,,,,,,,0,,60
eicwgihgtp2,रसपान,,,,,,,,,,,,,,,,,,,,,,,0,,68
eicwgihgtp2,राह,,,,,,,,,,,,,,,,,,,,,,,0,,18
eicwgihgtp2,रिलीज़,,,,,,,,,,,,,,,,,,,,,,,0,,75
eicwgihgtp2,रुचि,,,,,,,,,,,,,,,,,,,,,,,0,,98
eicwgihgtp2,लय,,,,,,,,,,,,,,,,,,,,,,,0,,37
eicwgihgtp2,विधायिकाओं,विधायी,,,,,,,,,,,,,,,,,,,,,,0,,28
eicwgihgtp2,विलम्ब,,,,,,,,,,,,,,,,,,,,,,,0,,9
eicwgihgtp2,विश्‍वदृष्टि,यथार्थ,,,,,,,,,,,,,,,,,,,,,,0,,90
eicwgihgtp2,वैविध्य,ऐक्य,विशिष्टता,,,,,,,,,,,,,,,,,,,,,0,,2
eicwgihgtp2,व्यावसायिक,,,,,,,,,,,,,,,,,,,,,,,0,,76
eicwgihgtp2,शरणार्थी,,,,,,,,,,,,,,,,,,,,,,,0,,30
eicwgihgtp2,श्रीमती,,,,,,,,,,,,,,,,,,,,,,,0,,13
eicwgihgtp2,श्रेणियों,,,,,,,,,,,,,,,,,,,,,,,0,,73
eicwgihgtp2,संकट,,,,,,,,,,,,,,,,,,,,,,,0,,81
eicwgihgtp2,संग,,,,,,,,,,,,,,,,,,,,,,,0,,10
eicwgihgtp2,संग्राम,,,,,,,,,,,,,,,,,,,,,,,0,,51
eicwgihgtp2,संजीव,वाजिब,,,,,,,,,,,,,,,,,,,,,,0,,89
eicwgihgtp2,समुदाय,,,,,,,,,,,,,,,,,,,,,,,0,,27
eicwgihgtp2,सम्पुट,,,,,,,,,,,,,,,,,,,,,,,0,,5
eicwgihgtp2,संरचना,संचालित,,,,,,,,,,,,,,,,,,,,,,0,,91
eicwgihgtp2,सल्वाटोरे,मैट्टेओ,,,,,,,,,,,,,,,,,,,,,,0,,80
eicwgihgtp2,स्त्री,,,,,,,,,,,,,,,,,,,,,,,0,,48
eicwgihgtp2,हलचल,,,,,,,,,,,,,,,,,,,,,,,0,,19
eicwgihgtp4,अड़चने,,,,,,,,,,,,,,,,,,,,,,,0,0,9
eicwgihgtp4,अँधेरे,,,,,,,,,,,,,,,,,,,,,,,0,,41
eicwgihgtp4,अवधी,,,,,,,,,,,,,,,,,,,,,,,0,,93
eicwgihgtp4,उखड़,,,,,,,,,,,,,,,,,,,,,,,0,,21
eicwgihgtp4,उपरोपिका,मूलवृंत,व्यास,तने,,,,,,,,,,,,,,,,,,,,0,,38
eicwgihgtp4,औद्योगिक,इकाई,,,,,,,,,,,,,,,,,,,,,,0,,36
eicwgihgtp4,कदापि,,,,,,,,,,,,,,,,,,,,,,,0,,54
eicwgihgtp4,कार्यकर्ता,,,,,,,,,,,,,,,,,,,,,,,0,,34
eicwgihgtp4,क्रमबद्ध,,,,,,,,,,,,,,,,,,,,,,,0,,39
eicwgihgtp4,गठरी,,,,,,,,,,,,,,,,,,,,,,,0,,12
eicwgihgtp4,गार्नेट,,,,,,,,,,,,,,,,,,,,,,,0,,84
eicwgihgtp4,ग्राम्शी,,,,,,,,,,,,,,,,,,,,,,,0,,85
eicwgihgtp4,चक्रवर्ती,,,,,,,,,,,,,,,,,,,,,,,0,,46
eicwgihgtp4,झुँझला,ताँगे,छावनी,,,,,,,,,,,,,,,,,,,,,0,,42
eicwgihgtp4,ठिठुरे,,,,,,,,,,,,,,,,,,,,,,,0,,22
eicwgihgtp4,डौल,,,,,,,,,,,,,,,,,,,,,,,0,,43
eicwgihgtp4,ड्राईवर्स,,,,,,,,,,,,,,,,,,,,,,,0,,79
eicwgihgtp4,तथ्यतर्कपरकता,स्थानापन्न,वाग्जाल,,,,,,,,,,,,,,,,,,,,,0,,95
eicwgihgtp4,तरुवर,शरण,,,,,,,,,,,,,,,,,,,,,,0,,8
eicwgihgtp4,तहत,,,,,,,,,,,,,,,,,,,,,,,0,,72
eicwgihgtp4,देहातीत,,,,,,,,,,,,,,,,,,,,,,,0,,63
eicwgihgtp4,नगला,,,,,,,,,,,,,,,,,,,,,,,0,,26
eicwgihgtp4,निःशुल्क,नर्मदा,,,,,,,,,,,,,,,,,,,,,,0,,4
eicwgihgtp4,निहित,,,,,,,,,,,,,,,,,,,,,,,0,,87
eicwgihgtp4,पारस,,,,,,,,,,,,,,,,,,,,,,,0,,11
eicwgihgtp4,पुष्पावती,,,,,,,,,,,,,,,,,,,,,,,0,,94
eicwgihgtp4,प्रथाओं,,,,,,,,,,,,,,,,,,,,,,,0,,32
eicwgihgtp4,प्रसारण,,,,,,,,,,,,,,,,,,,,,,,0,,74
eicwgihgtp4,प्रायोगिक,,,,,,,,,,,,,,,,,,,,,,,0,,65
eicwgihgtp4,प्रेमकेंद्रित,,,,,,,,,,,,,,,,,,,,,,,0,,99
eicwgihgtp4,प्रौद्योगिकी,इज़ाफा,,,,,,,,,,,,,,,,,,,,,,0,,35
eicwgihgtp4,बदौलत,,,,,,,,,,,,,,,,,,,,,,,0,,44
eicwgihgtp4,बर्खास्त,गिरोह,,,,,,,,,,,,,,,,,,,,,,0,,71
eicwgihgtp4,ब्रिटेन,समुदाय,,,,,,,,,,,,,,,,,,,,,,0,,27
eicwgihgtp4,मड़ैया,,,,,,,,,,,,,,,,,,,,,,,0,,50
eicwgihgtp4,मार्क्सएंगेल्स,मंतव्यों,सौंदर्यशास्त्र,,,,,,,,,,,,,,,,,,,,,0,,92
eicwgihgtp4,रीझने,,,,,,,,,,,,,,,,,,,,,,,0,,96
eicwgihgtp4,लोकतांत्रिक,उदारवादी,लोकतांत्रिक,,,,,,,,,,,,,,,,,,,,,0,,29
eicwgihgtp4,वर्ग,,,,,,,,,,,,,,,,,,,,,,,0,,58
eicwgihgtp4,विधायिकाओं,विधायी,,,,,,,,,,,,,,,,,,,,,,0,,28
eicwgihgtp4,वैविध्य,वैविध्यों,,,,,,,,,,,,,,,,,,,,,,0,,2
eicwgihgtp4,संग्राम,विलीन,,,,,,,,,,,,,,,,,,,,,,0,,51
eicwgihgtp4,संजीव,आरंभिक,वाजिब,वजह,,,,,,,,,,,,,,,,,,,,0,,89
eicwgihgtp4,सम्पुट,,,,,,,,,,,,,,,,,,,,,,,0,,5
eicwgihgtp4,संरचना,,,,,,,,,,,,,,,,,,,,,,,0,,91
eicwgihgtp4,सल्वाटोरे,रिकॉर्डिंग,मैट्टेओ,,,,,,,,,,,,,,,,,,,,,0,,80
eicwgihgtp4,सशक्तिकरण,इफको,,,,,,,,,,,,,,,,,,,,,,0,,6
eicwgihgtp5,अतएव,,,,,,,,,,,,,,,,,,,,,,,0,0,49
eicwgihgtp5,अधिग्राहण,,,,,,,,,,,,,,,,,,,,,,,0,,7
eicwgihgtp5,अनुसूची,विधायिकाओं,,,,,,,,,,,,,,,,,,,,,,0,,28
eicwgihgtp5,उपरोपिका,मूलवृंत,व्यास,तने,,,,,,,,,,,,,,,,,,,,0,,38
eicwgihgtp5,औद्योगिक,,,,,,,,,,,,,,,,,,,,,,,0,,36
eicwgihgtp5,का,नगला,,,,,,,,,,,,,,,,,,,,,,0,,26
eicwgihgtp5,केंद्र,,,,,,,,,,,,,,,,,,,,,,,0,,65
eicwgihgtp5,गिरोह,,,,,,,,,,,,,,,,,,,,,,,0,,71
eicwgihgtp5,ग्राम्शी,,,,,,,,,,,,,,,,,,,,,,,0,,85
eicwgihgtp5,चिल्लू,,,,,,,,,,,,,,,,,,,,,,,0,,52
eicwgihgtp5,छड़की,,,,,,,,,,,,,,,,,,,,,,,0,,62
eicwgihgtp5,झुँझला,,,,,,,,,,,,,,,,,,,,,,,0,,42
eicwgihgtp5,ठिठुरे,,,,,,,,,,,,,,,,,,,,,,,0,,22
eicwgihgtp5,तथ्यतर्कपरकता,वाग्जाल,,,,,,,,,,,,,,,,,,,,,,0,,95
eicwgihgtp5,तबके,वांछा,मार्क्सएंगेल्स,मंतव्यों,,,,,,,,,,,,,,,,,,,,0,,92
eicwgihgtp5,तरुवर,,,,,,,,,,,,,,,,,,,,,,,0,,8
eicwgihgtp5,देहातीत,अशरीरी,,,,,,,,,,,,,,,,,,,,,,0,,63
eicwgihgtp5,निर्मित,,,,,,,,,,,,,,,,,,,,,,,0,,1
eicwgihgtp5,निहित,,,,,,,,,,,,,,,,,,,,,,,0,,87
eicwgihgtp5,पिटी-पिटाई,,,,,,,,,,,,,,,,,,,,,,,0,,57
eicwgihgtp5,पुष्पावती,,,,,,,,,,,,,,,,,,,,,,,0,,94
eicwgihgtp5,प्रक्रिया,,,,,,,,,,,,,,,,,,,,,,,0,,83
eicwgihgtp5,प्रतिष्ठा,,,,,,,,,,,,,,,,,,,,,,,0,,58
eicwgihgtp5,प्रतीतियों,क्रीड़ा,,,,,,,,,,,,,,,,,,,,,,0,,90
eicwgihgtp5,प्रेमकेंद्रित,,,,,,,,,,,,,,,,,,,,,,,0,,99
eicwgihgtp5,प्रौद्योगिकी,इज़ाफा,,,,,,,,,,,,,,,,,,,,,,0,,35
eicwgihgtp5,मड़ैया,,,,,,,,,,,,,,,,,,,,,,,0,,50
eicwgihgtp5,मूँगा,,,,,,,,,,,,,,,,,,,,,,,0,,45
eicwgihgtp5,मैट्टेओ,,,,,,,,,,,,,,,,,,,,,,,0,,80
eicwgihgtp5,रेस्क्यू,प्रेगेर,प्राप्त,,,,,,,,,,,,,,,,,,,,,0,,31
eicwgihgtp5,लय,,,,,,,,,,,,,,,,,,,,,,,0,,37
eicwgihgtp5,वाजिब,,,,,,,,,,,,,,,,,,,,,,,0,,89
eicwgihgtp5,शरणार्थी,,,,,,,,,,,,,,,,,,,,,,,0,,30
eicwgihgtp5,श्रेणियों,,,,,,,,,,,,,,,,,,,,,,,0,,73
eicwgihgtp5,सम्पुट,,,,,,,,,,,,,,,,,,,,,,,0,,0
eicwgihgtp5,सशक्तिकरण,इफको,,,,,,,,,,,,,,,,,,,,,,0,,6
eigcwhteigenp1,अंतर्विरोधी,प्रवृत्तियाँ,,,,,,,,,,,,,,,,,,,,,,0,0,92
eigcwhteigenp1,अद्वितीय,,,,,,,,,,,,,,,,,,,,,,,0,,1
eigcwhteigenp1,अधिग्रहण,,,,,,,,,,,,,,,,,,,,,,,0,,82
eigcwhteigenp1,अधिग्राहण,,,,,,,,,,,,,,,,,,,,,,,0,,7
eigcwhteigenp1,अनुकरण,सुलेख,,,,,,,,,,,,,,,,,,,,,,0,,63
eigcwhteigenp1,अमिताभ,,,,,,,,,,,,,,,,,,,,,,,0,,61
eigcwhteigenp1,आचार्य,प्रतिष्ठा,विराजित,प्रशंसा,,,,,,,,,,,,,,,,,,,,0,,46
eigcwhteigenp1,आत्मधर्म,परधर्म,,,,,,,,,,,,,,,,,,,,,,0,,99
eigcwhteigenp1,आधुनिकतम,प्रणाली,,,,,,,,,,,,,,,,,,,,,,0,,79
eigcwhteigenp1,आर्थिक,भूगोल,,,,,,,,,,,,,,,,,,,,,,0,,33
eigcwhteigenp1,आहत,,,,,,,,,,,,,,,,,,,,,,,0,,48
eigcwhteigenp1,इजाजात,,,,,,,,,,,,,,,,,,,,,,,0,,15
eigcwhteigenp1,ओके,जिन्दादिली,,,,,,,,,,,,,,,,,,,,,,0,,56
eigcwhteigenp1,कजाकी,,,,,,,,,,,,,,,,,,,,,,,0,,42
eigcwhteigenp1,कथावस्तु,चित्रकार,गुमान,चित्र,,,,,,,,,,,,,,,,,,,,0,,28
eigcwhteigenp1,कार्यप्रणाली,,,,,,,,,,,,,,,,,,,,,,,0,,95
eigcwhteigenp1,कृतज्ञता,नवाया,,,,,,,,,,,,,,,,,,,,,,0,,50
eigcwhteigenp1,कोलिन,मैकलोघलिन,वेन,रूनी,,,,,,,,,,,,,,,,,,,,0,,69
eigcwhteigenp1,क्रम,,,,,,,,,,,,,,,,,,,,,,,0,,86
eigcwhteigenp1,क्षेत्र,विविधतापूर्ण,,,,,,,,,,,,,,,,,,,,,,0,,29
eigcwhteigenp1,गर्भाशय,अभिन्नता,,,,,,,,,,,,,,,,,,,,,,0,,26
eigcwhteigenp1,गोविंदाचार्य,,,,,,,,,,,,,,,,,,,,,,,0,,76
